simplified	MY	example_MY	KM	example_KM	LO	example_LO
正确	မှန်ကန်သော	မင်းရဲ့ ဆုံးဖြတ်ချက်က လုံးဝမှန်ကန်သည်။	ត្រឹមត្រូវ	ការវិនិច្ឆ័យរបស់អ្នកត្រឹមត្រូវទាំងស្រុង។	ຖືກຕ້ອງ	ການຕັດສິນຂອງເຈົ້າຖືກຕ້ອງທັງໝົດ.
正式	တရားဝင်သော	အခု ပြိုင်ပွဲကို တရားဝင် စတင်ပြီ။	ផ្លូវការ	ឥឡូវនេះការប្រកួតចាប់ផ្តើមជាផ្លូវការ។	ເປັນທາງການ	ຕອນນີ້ການແຂ່ງຂັນເລີ່ມຢ່າງເປັນທາງການ.
证明	သက်သေပြသည်; သက်သေ	အချက်အလက်တွေက သူမှန်တယ်ဆိုတာ သက်သေပြသည်။	បញ្ជាក់; ភស្តុតាង	ការពិតបញ្ជាក់ថាគាត់ត្រឹមត្រូវ។	ພິສູດ; ຫຼັກຖານ	ຂໍ້ເທັດຈິງພິສູດວ່າລາວຖືກ.
之	၏; ထဲမှတစ်ခု	ဒါဟာ တရုတ်ယဉ်ကျေးမှုရဲ့ အစိတ်အပိုင်းတစ်ခု ဖြစ်သည်။	នៃ; មួយក្នុងចំណោម	នេះជាផ្នែកមួយនៃវប្បធម៌ចិន។	ຂອງ; ໜຶ່ງໃນ	ນີ້ແມ່ນໜຶ່ງໃນວັດທະນະທຳຈີນ.
支持	ထောက်ခံသည်; အားပေးသည်	ကျွန်တော်တို့နှစ်ယောက် အပြန်အလှန် ထောက်ခံရမယ်။	គាំទ្រ	យើងទាំងពីរត្រូវគាំទ្រគ្នាទៅវិញទៅមក។	ສະໜັບສະໜູນ	ພວກເຮົາສອງຄົນຕ້ອງສະໜັບສະໜູນກັນ.
知识	ဗဟုသုတ; အသိပညာ	ကျွန်တော် စာဖတ်ခြင်းကနေ ဗဟုသုတများစွာ ရခဲ့သည်။	ចំណេះដឹង	ខ្ញុំទទួលបានចំណេះដឹងច្រើនពីការអាន។	ຄວາມຮູ້	ຂ້ອຍໄດ້ຮັບຄວາມຮູ້ຫຼາຍຈາກການອ່ານ.
值得	တန်သည်; ထိုက်တန်သည်	ဒီဝတ္ထုက ဖတ်ကြည့်ဖို့ တန်သည်။	សមនឹង; គួរឱ្យ	ប្រលោមលោកនេះសមនឹងអានម្តង។	ຄຸ້ມຄ່າ; ສົມຄວນ	ນະວະນິຍາຍເຫຼັ້ມນີ້ຄຸ້ມຄ່າທີ່ຈະອ່ານ.
植物	အပင်	ဒီအပင်မျိုးက နေရောင်ခြည် အများကြီး လိုအပ်သည်။	រុក្ខជាតិ	រុក្ខជាតិប្រភេទនេះត្រូវការពន្លឺថ្ងៃច្រើន។	ພືດ	ພືດຊະນິດນີ້ຕ້ອງການແສງແດດຫຼາຍ.
直接	တိုက်ရိုက်; တန်းတန်း	အလုပ်ဆင်းပြီးနောက် သူက တိုက်ရိုက် အိမ်ပြန်သွားသည်။	ដោយផ្ទាល់; ត្រង់	បន្ទាប់ពីចេញពីការងារ គាត់ត្រឡប់ទៅផ្ទះដោយផ្ទាល់។	ໂດຍກົງ; ກົງໄປ	ຫຼັງເລີກວຽກ ລາວກັບບ້ານໂດຍກົງ.
职业	အလုပ်အကိုင်; အသက်မွေးဝမ်းကျောင်း	မင်းရဲ့ စံပြအလုပ်အကိုင်က ဘာလဲ။	មុខរបរ; វិជ្ជាជីវៈ	មុខរបរដែលអ្នកស្រមៃចង់បានគឺអ្វី?	ອາຊີບ	ອາຊີບໃນຝັນຂອງເຈົ້າແມ່ນຫຍັງ?
只好	မဖြစ်မနေ; ရွေးစရာမရှိဘဲ	မိုးက အရမ်းကြီးလို့ ကျွန်တော်တို့ အိမ်မှာပဲ နေဖို့ ရွေးစရာမရှိတော့ဘူး။	គ្មានជម្រើសក្រៅពី	ភ្លៀងធ្លាក់ខ្លាំងពេក ពួកយើងគ្មានជម្រើសក្រៅពីនៅផ្ទះទេ។	ຈຳເປັນຕ້ອງ; ບໍ່ມີທາງເລືອກນອກຈາກ	ຝົນຕົກແຮງເກີນໄປ ພວກເຮົາຈຳເປັນຕ້ອງຢູ່ບ້ານ.
只要	သာလျှင်; အကယ်၍	ကြိုးစားရင် မင်း ဒီကိစ္စကို သေချာပေါက် ကောင်းကောင်းလုပ်နိုင်မယ်။	ឱ្យតែ; ដរាបណា	ឱ្យតែខិតខំ អ្នកប្រាកដជាអាចធ្វើរឿងនេះបានល្អ។	ຂໍພຽງແຕ່; ຕາບໃດທີ່	ຂໍພຽງແຕ່ພະຍາຍາມ ເຈົ້າຈະເຮັດເລື່ອງນີ້ໄດ້ດີແນ່ນອນ.
指	ညွှန်ပြသည်; ထောက်ပြသည်	ကျွန်တော့်အမှားကို ထောက်ပြပေးတဲ့အတွက် ကျေးဇူးတင်ပါတယ်။	ចង្អុល; បង្ហាញ	អរគុណដែលបានបង្ហាញកំហុសរបស់ខ្ញុំ។	ຊີ້; ຊີ້ບອກ	ຂອບໃຈທີ່ຊີ້ບອກຄວາມຜິດຂອງຂ້ອຍ.
至少	အနည်းဆုံး	ဒီအဆောက်အအုံက အနည်းဆုံး မီတာတစ်ရာ မြင့်သည်။	យ៉ាងហោចណាស់	អគារនេះខ្ពស់យ៉ាងហោចណាស់មួយរយម៉ែត្រ។	ຢ່າງໜ້ອຍ	ອາຄານນີ້ສູງຢ່າງໜ້ອຍໜຶ່ງຮ້ອຍແມັດ.
质量	အရည်အသွေး	ဒီဖိနပ်တစ်စုံရဲ့ အရည်အသွေးက အလွန်ကောင်းသည်။	គុណភាព	គុណភាពស្បែកជើងមួយគូនេះល្អណាស់។	ຄຸນນະພາບ	ຄຸນນະພາບຂອງເກີບຄູ່ນີ້ດີຫຼາຍ.
重	လေးသော	ဒီသေတ္တာက အလွန်လေးသည်။	ធ្ងន់	ប្រអប់នេះធ្ងន់ណាស់។	ໜັກ	ກ່ອງນີ້ໜັກຫຼາຍ.
重点	အဓိကအချက်; အလေးပေးရာ	သူ အခုနက ပြောခဲ့တာမှ ပြဿနာရဲ့ အဓိကအချက် ဖြစ်သည်။	ចំណុចសំខាន់	អ្វីដែលគាត់ទើបនិយាយនោះទើបជាចំណុចសំខាន់នៃបញ្ហា។	ຈຸດສຳຄັນ; ຈຸດເນັ້ນ	ສິ່ງທີ່ລາວຫາກໍເວົ້ານັ້ນແມ່ນຈຸດສຳຄັນຂອງບັນຫາ.
重视	အလေးထားသည်	မိဘတွေက ကလေးတွေရဲ့ ပညာရေးကို အလွန်အလေးထားကြသည်။	យកចិត្តទុកដាក់; ឱ្យតម្លៃ	ឪពុកម្តាយយកចិត្តទុកដាក់ខ្លាំងចំពោះការអប់រំកូន។	ໃຫ້ຄວາມສຳຄັນ	ພໍ່ແມ່ໃຫ້ຄວາມສຳຄັນຫຼາຍຕໍ່ການສຶກສາຂອງລູກ.
周围	ပတ်ဝန်းကျင်; အနီးတစ်ဝိုက်	ကျောင်းအနီးတစ်ဝိုက်မှာ ဆိုင်များစွာ ရှိသည်။	ជុំវិញ	ជុំវិញសាលាមានហាងជាច្រើន។	ອ້ອມຮອບ; ບໍລິເວນ	ອ້ອມຮອບໂຮງຮຽນມີຮ້ານຫຼາຍ.
主意	အကြံ; အစီအစဉ်	မင်းမှာ အကြံကောင်းရှိရင် ပြောပြပါ။	គំនិត; យោបល់	បើអ្នកមានគំនិតល្អ សូមនិយាយឱ្យស្តាប់។	ຄວາມຄິດ; ແຜນ	ຖ້າເຈົ້າມີຄວາມຄິດດີ ລອງເວົ້າໃຫ້ຟັງ.
祝贺	ဂုဏ်ပြုသည်; ဂုဏ်ပြုစကား	ရလဒ်ကောင်းတွေ ရရှိခဲ့တဲ့အတွက် မင်းတို့ကို ဂုဏ်ပြုပါတယ်။	អបអរសាទរ	សូមអបអរសាទរអ្នកទាំងអស់គ្នាដែលទទួលបានលទ្ធផលល្អ។	ຊົມເຊີຍ; ອວຍພອນ	ຂໍຊົມເຊີຍພວກເຈົ້າທີ່ໄດ້ຜົນດີ.
著名	နာမည်ကြီးသော	သူက နာမည်ကြီး သရုပ်ဆောင်တစ်ယောက် ဖြစ်သည်။	ល្បីល្បាញ	គាត់ជាតារាសម្តែងដ៏ល្បីម្នាក់។	ມີຊື່ສຽງ	ລາວເປັນນັກສະແດງທີ່ມີຊື່ສຽງ.
专门	အထူးတလည်; ရည်ရွယ်ချက်ရှိရှိ	ကျွန်တော် မင်းကို တွေ့ဖို့ အထူးတလည် လာခဲ့တာပါ။	ជាពិសេស; ដោយចេតនា	ខ្ញុំមកជាពិសេសដើម្បីមើលអ្នក។	ໂດຍສະເພາະ; ຕັ້ງໃຈ	ຂ້ອຍຕັ້ງໃຈມາເບິ່ງເຈົ້າໂດຍສະເພາະ.
专业	အထူးပြုဘာသာရပ်; ပညာရပ်နယ်ပယ်	ကျွန်တော် တက္ကသိုလ်မှာ ဥပဒေအထူးပြုဘာသာရပ်ကို သင်ယူနေသည်။	មុខជំនាញ	ខ្ញុំកំពុងសិក្សាមុខជំនាញច្បាប់នៅសាកលវិទ្យាល័យ។	ສາຂາວິຊາ; ວິຊາເອກ	ຂ້ອຍຮຽນສາຂາກົດໝາຍຢູ່ມະຫາວິທະຍາໄລ.
转	ကွေ့သည်; လှည့်သည်	ရှေ့က ပထမလမ်းဆုံမှာ ဘယ်ဘက်ကွေ့ရင် ဆေးရုံကို မြင်နိုင်မယ်။	បត់; បង្វិល	បត់ឆ្វេងនៅផ្លូវបំបែកទីមួយខាងមុខ នោះអ្នកនឹងឃើញមន្ទីរពេទ្យ។	ລ້ຽວ; ຫັນ	ລ້ຽວຊ້າຍທີ່ສີ່ແຍກທຳອິດຂ້າງໜ້າ ເຈົ້າຈະເຫັນໂຮງໝໍ.
赚	ဝင်ငွေရသည်; အမြတ်ရသည်	သူက စီးပွားရေးလုပ်ပြီး ငွေအများကြီး ရခဲ့သည်။	រកប្រាក់ចំណេញ; រកបាន	គាត់ធ្វើជំនួញហើយរកបានប្រាក់មិនតិចទេ។	ຫາເງິນໄດ້; ໄດ້ກຳໄລ	ລາວເຮັດທຸລະກິດແລ້ວຫາເງິນໄດ້ຫຼາຍ.
准确	တိကျသော	မင်းရဲ့ အဖြေက အလွန်တိကျသည်။	ត្រឹមត្រូវ; ច្បាស់លាស់	ចម្លើយរបស់អ្នកត្រឹមត្រូវណាស់។	ຖືກຕ້ອງ; ແນ່ນອນ	ຄຳຕອບຂອງເຈົ້າຖືກຕ້ອງຫຼາຍ.
